shipment_id,product_id,stock_on_hand,recorded_at
S05110,Manure Scoops,9950,10/04/2025 17:30
S05111,Stable Brooms / Yard Brushes,12383,14/04/2025 21:36
S05112,Feed Buckets / Feed Tubs,21570,16/04/2025 07:46
S05113,Water Troughs / Water Buckets,17123,07/04/2025 20:41
S05114,Muck Forks / Stable Forks,11787,16/04/2025 05:20
S05115,Storage Bins / Feed Storage,13723,25/04/2025 16:12
S05116,Feed Buckets / Feed Tubs,23009,12/04/2025 11:08
S05117,Hay Nets / Hay Bags,19904,07/04/2025 08:07
S05118,Hay Nets / Hay Bags,14131,06/05/2025 12:56
S05119,Storage Bins / Feed Storage,23260,01/05/2025 20:26
S05120,Feed Buckets / Feed Tubs,16349,29/04/2025 13:36
S05121,Stable Brooms / Yard Brushes,11087,19/04/2025 19:29
S05122,Muck Forks / Stable Forks,11970,01/05/2025 16:24
S05123,Stable Brooms / Yard Brushes,15735,16/04/2025 09:45
S05124,Feed Buckets / Feed Tubs,23009,12/04/2025 05:45
S05125,Shovels / Rakes,13013,12/04/2025 07:06
S05126,Storage Bins / Feed Storage,15722,09/04/2025 21:34
S05127,Stable Brooms / Yard Brushes,26335,26/04/2025 12:55
S05128,Hay Nets / Hay Bags,25864,10/04/2025 05:37
S05129,Muck Forks / Stable Forks,16178,09/04/2025 09:23
S05130,Feed Buckets / Feed Tubs,23388,21/04/2025 20:29
S05131,Water Troughs / Water Buckets,12558,10/04/2025 11:39
S05132,Manure Scoops,12340,09/04/2025 05:40
S05133,Rubber Matting (for stalls and walkways),15711,26/04/2025 11:40
S05134,Stable Brooms / Yard Brushes,21605,01/05/2025 06:23
S05135,Feed Buckets / Feed Tubs,23146,14/04/2025 15:51
S05136,Manure Scoops,19455,11/04/2025 05:09
S05137,Rubber Matting (for stalls and walkways),17869,29/04/2025 16:24
S05138,Manure Scoops,30256,13/04/2025 11:59
S05139,Shovels / Rakes,21077,22/04/2025 15:28
S05140,Feed Buckets / Feed Tubs,11933,10/04/2025 11:34
S05141,Rubber Matting (for stalls and walkways),15711,26/04/2025 21:54
S05142,Water Troughs / Water Buckets,12990,13/04/2025 12:51
S05143,Storage Bins / Feed Storage,10696,07/04/2025 05:54
S05144,Storage Bins / Feed Storage,15342,01/04/2025 09:17
S05145,Stable Brooms / Yard Brushes,19243,13/04/2025 11:26
S05146,Water Troughs / Water Buckets,9690,16/04/2025 19:46
S05147,Feed Buckets / Feed Tubs,28598,07/04/2025 16:51
S05148,Rubber Matting (for stalls and walkways),29625,21/04/2025 11:31
S05149,Water Troughs / Water Buckets,12997,11/04/2025 10:39
S05150,Hay Nets / Hay Bags,4438,24/04/2025 11:25
S05151,Shovels / Rakes,19961,15/04/2025 09:30
S05152,Water Troughs / Water Buckets,34554,12/04/2025 16:04
S05153,Storage Bins / Feed Storage,7048,08/04/2025 05:11
S05154,Water Troughs / Water Buckets,17770,09/04/2025 15:33
S05155,Muck Forks / Stable Forks,2596,10/04/2025 11:32
S05156,Water Troughs / Water Buckets,23256,15/04/2025 05:29
S05157,Muck Forks / Stable Forks,10508,03/05/2025 10:55
S05158,Hay Nets / Hay Bags,19380,13/04/2025 08:02
S05159,Storage Bins / Feed Storage,9846,14/04/2025 16:59
S05160,Rubber Matting (for stalls and walkways),11773,09/05/2025 16:25
S05161,Storage Bins / Feed Storage,15722,09/04/2025 11:41
S05162,Shovels / Rakes,21217,13/04/2025 20:40
S05163,Storage Bins / Feed Storage,26385,06/05/2025 15:52
S05164,Shovels / Rakes,11137,07/05/2025 16:04
S05165,Rubber Matting (for stalls and walkways),15711,26/04/2025 13:51
S05166,Manure Scoops,30256,13/04/2025 08:41
S05167,Shovels / Rakes,12734,30/04/2025 10:28
S05168,Feed Buckets / Feed Tubs,36718,13/04/2025 12:46
S05169,Stable Brooms / Yard Brushes,17958,04/05/2025 09:43
S05170,Hay Nets / Hay Bags,19380,13/04/2025 09:06
S05171,Feed Buckets / Feed Tubs,14465,11/04/2025 15:29
S05172,Hay Nets / Hay Bags,23510,14/04/2025 09:35
S05173,Water Troughs / Water Buckets,17123,07/04/2025 09:33
S05174,Stable Brooms / Yard Brushes,17700,07/05/2025 20:40
S05175,Rubber Matting (for stalls and walkways),17869,29/04/2025 13:54
S05176,Feed Buckets / Feed Tubs,20831,15/04/2025 19:53
S05177,Storage Bins / Feed Storage,7904,10/04/2025 15:35
S05178,Rubber Matting (for stalls and walkways),17389,27/04/2025 07:18
S05179,Hay Nets / Hay Bags,8929,23/04/2025 08:16
S05180,Shovels / Rakes,7724,23/04/2025 13:31
S05181,Hay Nets / Hay Bags,25864,10/04/2025 11:13
S05182,Shovels / Rakes,11137,07/05/2025 19:44
S05183,Water Troughs / Water Buckets,12997,11/04/2025 13:10
S05184,Stable Brooms / Yard Brushes,15413,23/04/2025 14:59
S05185,Storage Bins / Feed Storage,21101,13/04/2025 16:38
S05186,Storage Bins / Feed Storage,17084,09/05/2025 18:27
S05187,Shovels / Rakes,19260,11/04/2025 17:18
S05188,Stable Brooms / Yard Brushes,32875,05/05/2025 17:26
S05189,Hay Nets / Hay Bags,23510,14/04/2025 13:36
S05190,Water Troughs / Water Buckets,45634,18/04/2025 18:49
S05191,Feed Buckets / Feed Tubs,23146,14/04/2025 17:14
S05192,Stable Brooms / Yard Brushes,12383,14/04/2025 17:34
S05193,Water Troughs / Water Buckets,17770,09/04/2025 14:26
S05194,Feed Buckets / Feed Tubs,23009,12/04/2025 17:04
S05195,Storage Bins / Feed Storage,21101,13/04/2025 05:49
S05196,Water Troughs / Water Buckets,23256,15/04/2025 06:12
S05197,Stable Brooms / Yard Brushes,32817,03/05/2025 16:18
S05198,Feed Buckets / Feed Tubs,36718,13/04/2025 17:37
S05199,Feed Buckets / Feed Tubs,18831,08/04/2025 10:13
S05200,Storage Bins / Feed Storage,21109,02/05/2025 09:00
S05201,Shovels / Rakes,19260,11/04/2025 07:46
S05202,Stable Brooms / Yard Brushes,17700,07/05/2025 16:51
S05203,Feed Buckets / Feed Tubs,23009,12/04/2025 13:22
S05204,Feed Buckets / Feed Tubs,20831,15/04/2025 06:20
S05205,Stable Brooms / Yard Brushes,32817,03/05/2025 21:55
S05206,Stable Brooms / Yard Brushes,11380,11/04/2025 13:59
S05207,Feed Buckets / Feed Tubs,26642,30/04/2025 12:18
S05208,Shovels / Rakes,19961,15/04/2025 09:19
S05209,Feed Buckets / Feed Tubs,14338,09/04/2025 15:40
S05210,Hay Nets / Hay Bags,25076,01/05/2025 05:41
S05211,Manure Scoops,30256,13/04/2025 06:01
S05212,Hay Nets / Hay Bags,11175,09/05/2025 15:06
S05213,Stable Brooms / Yard Brushes,19243,13/04/2025 20:56
S05214,Shovels / Rakes,16323,19/04/2025 09:09
S05215,Storage Bins / Feed Storage,21101,13/04/2025 13:13
S05216,Feed Buckets / Feed Tubs,14465,11/04/2025 09:15
S05217,Feed Buckets / Feed Tubs,26642,30/04/2025 21:55
S05218,Shovels / Rakes,21217,13/04/2025 11:17
S05219,Muck Forks / Stable Forks,13502,08/05/2025 20:53
S05220,Muck Forks / Stable Forks,7614,05/05/2025 16:21
S05221,Feed Buckets / Feed Tubs,14713,09/05/2025 16:20
S05222,Hay Nets / Hay Bags,23510,14/04/2025 09:03
S05223,Water Troughs / Water Buckets,12997,11/04/2025 11:02
S05224,Feed Buckets / Feed Tubs,14338,09/04/2025 19:48
S05225,Water Troughs / Water Buckets,45634,18/04/2025 21:31
S05226,Muck Forks / Stable Forks,18607,07/05/2025 18:21
S05227,Stable Brooms / Yard Brushes,19966,10/04/2025 10:21
S05228,Storage Bins / Feed Storage,9483,24/04/2025 09:45
S05229,Shovels / Rakes,6116,27/03/2025 19:31
S05230,Hay Nets / Hay Bags,27032,08/04/2025 11:47
S05231,Water Troughs / Water Buckets,12990,13/04/2025 11:59
S05232,Shovels / Rakes,21217,13/04/2025 07:04
S05233,Storage Bins / Feed Storage,10321,07/05/2025 21:50
S05234,Rubber Matting (for stalls and walkways),16517,04/05/2025 08:17
S05235,Shovels / Rakes,19961,15/04/2025 13:33
S05236,Shovels / Rakes,5338,14/04/2025 14:53
S05237,Stable Brooms / Yard Brushes,32427,06/05/2025 10:23
S05238,Water Troughs / Water Buckets,34554,12/04/2025 10:47
S05239,Hay Nets / Hay Bags,25076,01/05/2025 15:11
S05240,Feed Buckets / Feed Tubs,20831,15/04/2025 06:51
S05241,Muck Forks / Stable Forks,10410,09/05/2025 12:05
S05242,Hay Nets / Hay Bags,37874,05/05/2025 15:15
S05243,Stable Brooms / Yard Brushes,19243,13/04/2025 11:40
S05244,Storage Bins / Feed Storage,23260,01/05/2025 06:05
S05245,Feed Buckets / Feed Tubs,36718,13/04/2025 15:00
S05246,Water Troughs / Water Buckets,17770,09/04/2025 21:01
S05247,Feed Buckets / Feed Tubs,20831,15/04/2025 12:45
S05248,Water Troughs / Water Buckets,34554,12/04/2025 06:41
S05249,Manure Scoops,16674,19/04/2025 18:29
S05250,Hay Nets / Hay Bags,27032,08/04/2025 10:11
S05251,Shovels / Rakes,28730,17/04/2025 11:20
S05252,Muck Forks / Stable Forks,11970,01/05/2025 12:50
S05253,Manure Scoops,19455,11/04/2025 19:56
S05254,Water Troughs / Water Buckets,34554,12/04/2025 18:19
S05255,Muck Forks / Stable Forks,20746,12/04/2025 09:43
S05256,Stable Brooms / Yard Brushes,15735,16/04/2025 21:56
S05257,Hay Nets / Hay Bags,20276,11/04/2025 07:15
S05258,Rubber Matting (for stalls and walkways),6886,03/05/2025 18:26
S05259,Shovels / Rakes,8756,02/05/2025 06:30
S05260,Storage Bins / Feed Storage,7414,30/04/2025 21:29
S05261,Feed Buckets / Feed Tubs,21153,05/05/2025 19:41
S05262,Rubber Matting (for stalls and walkways),12286,08/05/2025 09:02
S05263,Storage Bins / Feed Storage,26385,06/05/2025 21:41
S05264,Feed Buckets / Feed Tubs,16262,01/05/2025 15:30
S05265,Stable Brooms / Yard Brushes,11087,19/04/2025 12:10
S05266,Rubber Matting (for stalls and walkways),16659,01/05/2025 15:29
S05267,Muck Forks / Stable Forks,7614,05/05/2025 19:23
S05268,Muck Forks / Stable Forks,10508,03/05/2025 10:03
S05269,Storage Bins / Feed Storage,5117,03/04/2025 07:59
S05270,Manure Scoops,8713,12/04/2025 10:55
S05271,Water Troughs / Water Buckets,23256,15/04/2025 16:16
S05272,Water Troughs / Water Buckets,34554,12/04/2025 11:06
S05273,Shovels / Rakes,38851,24/04/2025 07:08
S05274,Stable Brooms / Yard Brushes,32875,05/05/2025 13:10
S05275,Manure Scoops,16674,19/04/2025 06:07
S05276,Manure Scoops,15593,20/04/2025 08:55
S05277,Storage Bins / Feed Storage,13244,28/04/2025 11:51
S05278,Storage Bins / Feed Storage,17084,09/05/2025 07:27
S05279,Rubber Matting (for stalls and walkways),10234,02/05/2025 14:44
S05280,Hay Nets / Hay Bags,21645,07/05/2025 19:38
S05281,Stable Brooms / Yard Brushes,17099,18/04/2025 09:50
S05282,Feed Buckets / Feed Tubs,14257,28/03/2025 21:03
S05283,Feed Buckets / Feed Tubs,11933,10/04/2025 08:59
S05284,Rubber Matting (for stalls and walkways),16659,01/05/2025 06:27
S05285,Shovels / Rakes,13013,12/04/2025 19:33
S05286,Storage Bins / Feed Storage,18074,23/04/2025 10:00
S05287,Stable Brooms / Yard Brushes,12383,14/04/2025 08:17
S05288,Shovels / Rakes,13964,04/05/2025 08:54
S05289,Stable Brooms / Yard Brushes,7273,10/05/2025 17:20
S05290,Hay Nets / Hay Bags,37874,05/05/2025 19:15
S05291,Hay Nets / Hay Bags,25076,01/05/2025 13:42
S05292,Stable Brooms / Yard Brushes,29692,12/04/2025 10:24
S05293,Feed Buckets / Feed Tubs,20831,15/04/2025 11:55
S05294,Muck Forks / Stable Forks,20568,23/04/2025 10:10
S05295,Manure Scoops,16674,19/04/2025 05:34
S05296,Manure Scoops,15073,18/04/2025 15:15
S05297,Manure Scoops,15073,18/04/2025 12:34
S05298,Feed Buckets / Feed Tubs,20831,15/04/2025 18:50
S05299,Shovels / Rakes,28730,17/04/2025 19:30
S05300,Storage Bins / Feed Storage,11713,13/05/2025 17:02
S05301,Hay Nets / Hay Bags,23510,14/04/2025 09:53
S05302,Feed Buckets / Feed Tubs,21570,16/04/2025 21:35
S05303,Water Troughs / Water Buckets,23256,15/04/2025 07:06
S05304,Shovels / Rakes,13013,12/04/2025 09:10
S05305,Hay Nets / Hay Bags,11175,09/05/2025 11:06
S05306,Stable Brooms / Yard Brushes,17099,18/04/2025 16:56
S05307,Muck Forks / Stable Forks,15831,29/04/2025 19:03
S05308,Rubber Matting (for stalls and walkways),22707,28/04/2025 15:14
S05309,Rubber Matting (for stalls and walkways),14787,24/04/2025 09:12
S05310,Manure Scoops,13445,15/04/2025 09:11
S05311,Manure Scoops,19669,23/04/2025 15:22
S05312,Manure Scoops,30256,13/04/2025 21:09
S05313,Hay Nets / Hay Bags,19380,13/04/2025 11:07
S05314,Feed Buckets / Feed Tubs,23417,07/05/2025 15:35
S05315,Feed Buckets / Feed Tubs,22488,24/04/2025 12:01
S05316,Stable Brooms / Yard Brushes,11087,19/04/2025 15:26
S05317,Shovels / Rakes,12734,30/04/2025 12:11
S05318,Water Troughs / Water Buckets,23256,15/04/2025 07:45
S05319,Rubber Matting (for stalls and walkways),11550,30/04/2025 10:37
S05320,Manure Scoops,15073,18/04/2025 13:17
S05321,Water Troughs / Water Buckets,16791,17/04/2025 16:46
S05322,Muck Forks / Stable Forks,20746,12/04/2025 10:48
S05323,Shovels / Rakes,38851,24/04/2025 11:18
S05324,Rubber Matting (for stalls and walkways),15711,26/04/2025 10:58
S05325,Muck Forks / Stable Forks,13737,20/04/2025 14:46
S05326,Rubber Matting (for stalls and walkways),22707,28/04/2025 15:44
S05327,Rubber Matting (for stalls and walkways),16517,04/05/2025 14:18
S05328,Shovels / Rakes,28730,17/04/2025 19:44
S05329,Water Troughs / Water Buckets,8905,14/04/2025 08:54
S05330,Water Troughs / Water Buckets,45634,18/04/2025 20:49
S05331,Stable Brooms / Yard Brushes,23523,17/04/2025 07:53
S05332,Rubber Matting (for stalls and walkways),17062,07/05/2025 21:23
S05333,Water Troughs / Water Buckets,9690,16/04/2025 10:57
S05334,Rubber Matting (for stalls and walkways),17869,29/04/2025 15:02
S05335,Muck Forks / Stable Forks,16526,02/05/2025 16:39
S05336,Manure Scoops,15073,18/04/2025 10:04
S05337,Shovels / Rakes,11516,16/04/2025 21:05
S05338,Feed Buckets / Feed Tubs,16262,01/05/2025 16:21
S05339,Rubber Matting (for stalls and walkways),10576,05/05/2025 17:50
S05340,Rubber Matting (for stalls and walkways),9321,11/05/2025 11:58
S05341,Feed Buckets / Feed Tubs,24664,26/04/2025 16:07
S05342,Water Troughs / Water Buckets,8905,14/04/2025 08:16
S05343,Water Troughs / Water Buckets,9690,16/04/2025 20:07
S05344,Manure Scoops,5648,17/04/2025 14:58
S05345,Feed Buckets / Feed Tubs,26608,20/04/2025 18:39
S05346,Manure Scoops,30256,13/04/2025 16:06
S05347,Rubber Matting (for stalls and walkways),22707,28/04/2025 14:24
S05348,Hay Nets / Hay Bags,18412,15/04/2025 06:10
S05349,Stable Brooms / Yard Brushes,23685,15/04/2025 14:26
S05350,Storage Bins / Feed Storage,21101,13/04/2025 19:48
S05351,Stable Brooms / Yard Brushes,11554,09/05/2025 07:57
S05352,Stable Brooms / Yard Brushes,23685,15/04/2025 09:17
S05353,Water Troughs / Water Buckets,16791,17/04/2025 14:46
S05354,Water Troughs / Water Buckets,9690,16/04/2025 17:47
S05355,Stable Brooms / Yard Brushes,23774,28/04/2025 19:48
S05356,Stable Brooms / Yard Brushes,32875,05/05/2025 12:54
S05357,Manure Scoops,15593,20/04/2025 19:37
S05358,Shovels / Rakes,11253,05/05/2025 05:50
S05359,Rubber Matting (for stalls and walkways),17062,07/05/2025 17:42
S05360,Feed Buckets / Feed Tubs,31070,27/04/2025 13:39
S05361,Stable Brooms / Yard Brushes,23523,17/04/2025 08:40
S05362,Storage Bins / Feed Storage,3300,04/05/2025 10:03
S05363,Feed Buckets / Feed Tubs,13900,18/04/2025 07:07
S05364,Feed Buckets / Feed Tubs,26642,30/04/2025 07:47
S05365,Storage Bins / Feed Storage,17084,09/05/2025 05:52
S05366,Water Troughs / Water Buckets,12997,11/04/2025 08:29
S05367,Rubber Matting (for stalls and walkways),22707,28/04/2025 19:07
S05368,Feed Buckets / Feed Tubs,36718,13/04/2025 05:05
S05369,Feed Buckets / Feed Tubs,36718,13/04/2025 06:12
S05370,Stable Brooms / Yard Brushes,17099,18/04/2025 16:58
S05371,Stable Brooms / Yard Brushes,22130,25/04/2025 19:56
S05372,Shovels / Rakes,21217,13/04/2025 17:22
S05373,Muck Forks / Stable Forks,12782,11/05/2025 07:41
S05374,Hay Nets / Hay Bags,20276,11/04/2025 05:38
S05375,Water Troughs / Water Buckets,20133,20/04/2025 14:54
S05376,Feed Buckets / Feed Tubs,24664,26/04/2025 08:16
S05377,Hay Nets / Hay Bags,23510,14/04/2025 06:55
S05378,Stable Brooms / Yard Brushes,15735,16/04/2025 16:19
S05379,Muck Forks / Stable Forks,21451,17/04/2025 05:37
S05380,Stable Brooms / Yard Brushes,20976,21/04/2025 08:11
S05381,Manure Scoops,8137,14/04/2025 06:44
S05382,Rubber Matting (for stalls and walkways),12286,08/05/2025 06:19
S05383,Water Troughs / Water Buckets,23256,15/04/2025 08:49
S05384,Stable Brooms / Yard Brushes,17099,18/04/2025 16:19
S05385,Water Troughs / Water Buckets,12997,11/04/2025 21:37
S05386,Water Troughs / Water Buckets,45634,18/04/2025 19:40
S05387,Shovels / Rakes,28730,17/04/2025 21:45
S05388,Rubber Matting (for stalls and walkways),11550,30/04/2025 15:36
S05389,Feed Buckets / Feed Tubs,23388,21/04/2025 21:42
S05390,Feed Buckets / Feed Tubs,20831,15/04/2025 14:24
S05391,Shovels / Rakes,16323,19/04/2025 07:38
S05392,Storage Bins / Feed Storage,24738,16/04/2025 17:54
S05393,Manure Scoops,20523,21/04/2025 09:02
S05394,Hay Nets / Hay Bags,23510,14/04/2025 15:07
S05395,Manure Scoops,13445,15/04/2025 06:28
S05396,Feed Buckets / Feed Tubs,24529,06/05/2025 16:46
S05397,Rubber Matting (for stalls and walkways),16110,28/03/2025 05:05
S05398,Feed Buckets / Feed Tubs,18480,25/04/2025 09:53
S05399,Muck Forks / Stable Forks,10611,04/05/2025 13:54
S05400,Water Troughs / Water Buckets,24341,19/04/2025 11:31
S05401,Feed Buckets / Feed Tubs,23146,14/04/2025 15:22
S05402,Muck Forks / Stable Forks,25020,21/04/2025 18:04
S05403,Hay Nets / Hay Bags,8078,12/05/2025 12:08
S05404,Hay Nets / Hay Bags,17848,04/05/2025 09:17
S05405,Water Troughs / Water Buckets,34554,12/04/2025 08:43
S05406,Storage Bins / Feed Storage,9846,14/04/2025 16:10
S05407,Rubber Matting (for stalls and walkways),10576,05/05/2025 20:32
S05408,Hay Nets / Hay Bags,23510,14/04/2025 06:31
S05409,Water Troughs / Water Buckets,20133,20/04/2025 15:14
S05410,Muck Forks / Stable Forks,18035,12/05/2025 13:43
S05411,Rubber Matting (for stalls and walkways),18415,14/05/2025 19:57
S05412,Shovels / Rakes,21042,26/04/2025 07:56
S05413,Hay Nets / Hay Bags,19027,17/04/2025 13:11
S05414,Water Troughs / Water Buckets,16791,17/04/2025 10:53
S05415,Stable Brooms / Yard Brushes,21956,20/04/2025 14:27
S05416,Rubber Matting (for stalls and walkways),10576,05/05/2025 21:04
S05417,Rubber Matting (for stalls and walkways),22707,28/04/2025 18:27
S05418,Feed Buckets / Feed Tubs,14713,09/05/2025 19:26
S05419,Hay Nets / Hay Bags,13391,20/04/2025 11:49
S05420,Rubber Matting (for stalls and walkways),16517,04/05/2025 14:12
S05421,Hay Nets / Hay Bags,17848,04/05/2025 18:22
S05422,Stable Brooms / Yard Brushes,12383,14/04/2025 19:36
S05423,Storage Bins / Feed Storage,9846,14/04/2025 17:17
S05424,Stable Brooms / Yard Brushes,17099,18/04/2025 05:17
S05425,Shovels / Rakes,15823,06/05/2025 07:16
S05426,Shovels / Rakes,14142,28/04/2025 09:27
S05427,Rubber Matting (for stalls and walkways),17869,29/04/2025 07:40
S05428,Muck Forks / Stable Forks,25020,21/04/2025 15:07
S05429,Feed Buckets / Feed Tubs,14812,28/04/2025 10:38
S05430,Hay Nets / Hay Bags,19027,17/04/2025 20:58
S05431,Rubber Matting (for stalls and walkways),18415,14/05/2025 05:28
S05432,Feed Buckets / Feed Tubs,36718,13/04/2025 21:43
S05433,Rubber Matting (for stalls and walkways),13344,10/05/2025 11:12
S05434,Rubber Matting (for stalls and walkways),10234,02/05/2025 08:43
S05435,Feed Buckets / Feed Tubs,26642,30/04/2025 14:06
S05436,Muck Forks / Stable Forks,13737,20/04/2025 15:06
S05437,Stable Brooms / Yard Brushes,32875,05/05/2025 12:30
S05438,Shovels / Rakes,11244,21/04/2025 08:56
S05439,Rubber Matting (for stalls and walkways),16517,04/05/2025 11:48
S05440,Feed Buckets / Feed Tubs,21570,16/04/2025 14:04
S05441,Storage Bins / Feed Storage,24738,16/04/2025 17:08
S05442,Stable Brooms / Yard Brushes,14977,30/03/2025 20:20
S05443,Hay Nets / Hay Bags,19380,13/04/2025 20:34
S05444,Hay Nets / Hay Bags,19380,13/04/2025 18:16
S05445,Storage Bins / Feed Storage,15314,20/04/2025 13:28
S05446,Water Troughs / Water Buckets,23256,15/04/2025 16:51
S05447,Manure Scoops,5648,17/04/2025 20:35
S05448,Shovels / Rakes,21077,22/04/2025 18:18
S05449,Water Troughs / Water Buckets,16791,17/04/2025 14:43
S05450,Manure Scoops,20523,21/04/2025 06:53
S05451,Shovels / Rakes,16323,19/04/2025 11:38
S05452,Storage Bins / Feed Storage,24142,05/05/2025 13:28
S05453,Storage Bins / Feed Storage,24927,17/04/2025 08:07
S05454,Storage Bins / Feed Storage,9846,14/04/2025 15:10
S05455,Rubber Matting (for stalls and walkways),16517,04/05/2025 17:44
S05456,Hay Nets / Hay Bags,13912,18/04/2025 13:57
S05457,Manure Scoops,11844,22/04/2025 21:53
S05458,Storage Bins / Feed Storage,8174,15/04/2025 07:19
S05459,Manure Scoops,5648,17/04/2025 13:16
S05460,Stable Brooms / Yard Brushes,21605,01/05/2025 21:48
S05461,Stable Brooms / Yard Brushes,21956,20/04/2025 12:34
S05462,Feed Buckets / Feed Tubs,23009,12/04/2025 18:22
S05463,Manure Scoops,15073,18/04/2025 20:32
S05464,Hay Nets / Hay Bags,18412,15/04/2025 06:44
S05465,Storage Bins / Feed Storage,24927,17/04/2025 20:14
S05466,Muck Forks / Stable Forks,21451,17/04/2025 20:09
S05467,Manure Scoops,15593,20/04/2025 07:54
S05468,Storage Bins / Feed Storage,13244,28/04/2025 11:01
S05469,Muck Forks / Stable Forks,21451,17/04/2025 06:23
S05470,Water Troughs / Water Buckets,24341,19/04/2025 09:36
S05471,Rubber Matting (for stalls and walkways),10576,05/05/2025 17:20
S05472,Water Troughs / Water Buckets,24341,19/04/2025 18:08
S05473,Manure Scoops,20523,21/04/2025 09:42
S05474,Shovels / Rakes,7833,08/05/2025 08:01
S05475,Hay Nets / Hay Bags,13912,18/04/2025 15:24
S05476,Muck Forks / Stable Forks,25020,21/04/2025 06:33
S05477,Feed Buckets / Feed Tubs,31070,27/04/2025 21:15
S05478,Shovels / Rakes,15405,13/05/2025 17:38
S05479,Water Troughs / Water Buckets,45634,18/04/2025 21:08
S05480,Stable Brooms / Yard Brushes,17958,04/05/2025 07:06
S05481,Muck Forks / Stable Forks,11787,16/04/2025 10:26
S05482,Water Troughs / Water Buckets,8330,23/04/2025 18:53
S05483,Water Troughs / Water Buckets,45634,18/04/2025 12:14
S05484,Manure Scoops,15073,18/04/2025 06:30
S05485,Water Troughs / Water Buckets,24341,19/04/2025 10:31
S05486,Stable Brooms / Yard Brushes,22130,25/04/2025 17:28
S05487,Rubber Matting (for stalls and walkways),17869,29/04/2025 05:05
S05488,Muck Forks / Stable Forks,18035,12/05/2025 12:52
S05489,Shovels / Rakes,20537,03/05/2025 20:24
S05490,Stable Brooms / Yard Brushes,24378,24/04/2025 09:47
S05491,Manure Scoops,5648,17/04/2025 17:25
S05492,Storage Bins / Feed Storage,29009,19/04/2025 05:11
S05493,Hay Nets / Hay Bags,14709,29/04/2025 06:30
S05494,Manure Scoops,20523,21/04/2025 08:57
S05495,Muck Forks / Stable Forks,13436,14/05/2025 08:04
S05496,Hay Nets / Hay Bags,1550,19/04/2025 16:03
S05497,Storage Bins / Feed Storage,29009,19/04/2025 20:28
S05498,Water Troughs / Water Buckets,9690,16/04/2025 18:08
S05499,Storage Bins / Feed Storage,24738,16/04/2025 09:00
S05500,Stable Brooms / Yard Brushes,21956,20/04/2025 16:28
S05501,Feed Buckets / Feed Tubs,36718,13/04/2025 09:57
S05502,Shovels / Rakes,15823,06/05/2025 09:48
S05503,Stable Brooms / Yard Brushes,20976,21/04/2025 14:33
S05504,Feed Buckets / Feed Tubs,14812,28/04/2025 12:50
S05505,Stable Brooms / Yard Brushes,21956,20/04/2025 09:51
S05506,Hay Nets / Hay Bags,19380,13/04/2025 21:45
S05507,Rubber Matting (for stalls and walkways),9321,11/05/2025 10:40
S05508,Feed Buckets / Feed Tubs,26608,20/04/2025 17:00
S05509,Storage Bins / Feed Storage,28544,03/05/2025 11:43
S05510,Storage Bins / Feed Storage,24142,05/05/2025 15:21
S05511,Feed Buckets / Feed Tubs,26189,02/05/2025 06:20
S05512,Rubber Matting (for stalls and walkways),17869,29/04/2025 18:43
S05513,Feed Buckets / Feed Tubs,22989,04/05/2025 19:26
S05514,Storage Bins / Feed Storage,18436,08/05/2025 16:38
S05515,Muck Forks / Stable Forks,25020,21/04/2025 06:04
S05516,Muck Forks / Stable Forks,10611,04/05/2025 13:42
S05517,Storage Bins / Feed Storage,23260,01/05/2025 08:26
S05518,Muck Forks / Stable Forks,10408,22/04/2025 11:30
S05519,Muck Forks / Stable Forks,21451,17/04/2025 11:46
S05520,Feed Buckets / Feed Tubs,13977,17/04/2025 13:48
S05521,Storage Bins / Feed Storage,18436,08/05/2025 20:21
S05522,Stable Brooms / Yard Brushes,15413,23/04/2025 14:14
S05523,Feed Buckets / Feed Tubs,20831,15/04/2025 13:29
S05524,Feed Buckets / Feed Tubs,21570,16/04/2025 05:31
S05525,Shovels / Rakes,21077,22/04/2025 20:13
S05526,Hay Nets / Hay Bags,11493,03/05/2025 08:20
S05527,Feed Buckets / Feed Tubs,23146,14/04/2025 09:38
S05528,Water Troughs / Water Buckets,45634,18/04/2025 16:08
S05529,Storage Bins / Feed Storage,15314,20/04/2025 11:52
S05530,Storage Bins / Feed Storage,21109,02/05/2025 14:29
S05531,Hay Nets / Hay Bags,17748,16/04/2025 15:56
S05532,Feed Buckets / Feed Tubs,20831,15/04/2025 09:42
S05533,Manure Scoops,11844,22/04/2025 13:46
S05534,Hay Nets / Hay Bags,19027,17/04/2025 13:57
S05535,Storage Bins / Feed Storage,17084,09/05/2025 13:00
S05536,Hay Nets / Hay Bags,13956,04/04/2025 07:20
S05537,Feed Buckets / Feed Tubs,23146,14/04/2025 05:58
S05538,Muck Forks / Stable Forks,20568,23/04/2025 17:43
S05539,Feed Buckets / Feed Tubs,33812,19/04/2025 06:12
S05540,Rubber Matting (for stalls and walkways),12893,06/05/2025 09:27
S05541,Feed Buckets / Feed Tubs,23388,21/04/2025 06:12
S05542,Shovels / Rakes,19961,15/04/2025 17:02
S05543,Storage Bins / Feed Storage,18436,08/05/2025 19:44
S05544,Muck Forks / Stable Forks,7614,05/05/2025 18:37
S05545,Muck Forks / Stable Forks,25020,21/04/2025 09:17
