id,supplier_id,order_date,promised_date,delivery_date,time_to_deliver,status
S04986,EuroMat,31/03/2025,21/04/2025,21/04/2025,21,On-Time
S04987,BarnWare,31/03/2025,09/04/2025,09/04/2025,9,On-Time
S04988,BarnWare,31/03/2025,10/04/2025,10/04/2025,10,On-Time
S04989,AsiaPlast,31/03/2025,10/04/2025,11/04/2025,11,Delayed/Partial
S04990,AsiaPlast,31/03/2025,06/04/2025,06/04/2025,6,On-Time
S04991,AsiaPlast,31/03/2025,10/04/2025,09/04/2025,9,On-Time
S04992,EuroMat,31/03/2025,30/04/2025,03/05/2025,33,Delayed/Partial
S04993,EuroMat,31/03/2025,21/04/2025,21/04/2025,21,On-Time
S04994,AgroSupply,31/03/2025,24/04/2025,24/04/2025,24,On-Time
S04995,EuroMat,31/03/2025,01/05/2025,01/05/2025,31,On-Time
S04996,BarnWare,31/03/2025,12/04/2025,09/04/2025,9,On-Time
S04997,AsiaPlast,31/03/2025,08/04/2025,08/04/2025,8,Mismatch
S04998,BarnWare,31/03/2025,07/04/2025,07/04/2025,7,On-Time
S04999,BarnWare,31/03/2025,09/04/2025,10/04/2025,10,Delayed/Partial
S05000,AgroSupply,31/03/2025,04/05/2025,03/05/2025,33,On-Time
S05001,EuroMat,01/04/2025,01/05/2025,01/05/2025,30,On-Time
S05002,BarnWare,01/04/2025,15/04/2025,15/04/2025,14,On-Time
S05003,NULL,01/04/2025,06/05/2025,06/05/2025,35,On-Time
S05004,AsiaPlast,01/04/2025,07/04/2025,07/04/2025,6,On-Time
S05005,AsiaPlast,01/04/2025,08/04/2025,09/04/2025,8,Delayed/Partial
S05006,UKTools,01/04/2025,14/04/2025,15/04/2025,14,Delayed/Partial
S05007,AsiaPlast,01/04/2025,05/04/2025,06/04/2025,5,Delayed/Partial
S05008,EuroMat,01/04/2025,21/04/2025,21/04/2025,20,On-Time
S05009,UKTools,01/04/2025,07/04/2025,07/04/2025,6,On-Time
S05010,EuroMat,01/04/2025,21/04/2025,21/04/2025,20,On-Time
S05011,AsiaPlast,01/04/2025,10/04/2025,09/04/2025,8,On-Time
S05012,AgroSupply,01/04/2025,28/04/2025,28/04/2025,27,On-Time
S05013,BarnWare,01/04/2025,10/04/2025,11/04/2025,10,Delayed/Partial
S05014,BarnWare,01/04/2025,13/04/2025,13/04/2025,12,On-Time
S05015,AsiaPlast,01/04/2025,09/04/2025,10/04/2025,9,Delayed/Partial
S05016,UKTools,01/04/2025,07/04/2025,07/04/2025,6,On-Time
S05017,AgroSupply,01/04/2025,21/04/2025,21/04/2025,20,On-Time
S05018,AsiaPlast,01/04/2025,07/04/2025,07/04/2025,6,On-Time
S05019,AgroSupply,01/04/2025,27/04/2025,27/04/2025,26,On-Time
S05020,AsiaPlast,01/04/2025,11/04/2025,11/04/2025,10,On-Time
S05021,AsiaPlast,01/04/2025,09/04/2025,09/04/2025,8,On-Time
S05022,UKTools,01/04/2025,13/04/2025,13/04/2025,12,On-Time
S05023,AsiaPlast,01/04/2025,11/04/2025,11/04/2025,10,On-Time
S05024,UKTools,01/04/2025,11/04/2025,11/04/2025,10,On-Time
S05025,AgroSupply,01/04/2025,24/04/2025,24/04/2025,23,On-Time
S05026,BarnWare,01/04/2025,07/04/2025,07/04/2025,6,On-Time
S05027,BarnWare,01/04/2025,07/04/2025,07/04/2025,6,On-Time
S05028,BarnWare,01/04/2025,12/04/2025,12/04/2025,11,On-Time
S05029,EuroMat,01/04/2025,25/04/2025,25/04/2025,24,On-Time
S05030,UKTools,01/04/2025,13/04/2025,13/04/2025,12,On-Time
S05031,EuroMat,01/04/2025,01/05/2025,01/05/2025,30,On-Time
S05032,EuroMat,01/04/2025,05/05/2025,05/05/2025,34,On-Time
S05033,EuroMat,01/04/2025,21/04/2025,18/04/2025,17,On-Time
S05034,EuroMat,01/04/2025,28/04/2025,25/04/2025,24,On-Time
S05035,UKTools,01/04/2025,12/04/2025,12/04/2025,11,On-Time
S05036,EuroMat,01/04/2025,06/05/2025,06/05/2025,35,On-Time
S05037,EuroMat,01/04/2025,06/05/2025,05/05/2025,34,On-Time
S05038,BarnWare,01/04/2025,11/04/2025,11/04/2025,10,On-Time
S05039,AgroSupply,01/04/2025,26/04/2025,25/04/2025,24,On-Time
S05040,EuroMat,01/04/2025,22/04/2025,22/04/2025,21,On-Time
S05041,EuroMat,01/04/2025,28/04/2025,27/04/2025,26,On-Time
S05042,BarnWare,01/04/2025,14/04/2025,14/04/2025,13,On-Time
S05043,AsiaPlast,01/04/2025,08/04/2025,08/04/2025,7,On-Time
S05044,AgroSupply,01/04/2025,01/05/2025,01/05/2025,30,On-Time
S05045,EuroMat,01/04/2025,25/04/2025,25/04/2025,24,On-Time
S05046,AgroSupply,01/04/2025,03/05/2025,03/05/2025,32,On-Time
S05047,UKTools,01/04/2025,10/04/2025,13/04/2025,12,Delayed/Partial
S05048,UKTools,01/04/2025,07/04/2025,30/03/2025,-2,Mismatch
S05049,AsiaPlast,01/04/2025,11/04/2025,22/03/2025,-10,On-Time
S05050,EuroMat,01/04/2025,03/05/2025,03/05/2025,32,On-Time
S05051,AgroSupply,01/04/2025,22/04/2025,23/04/2025,22,Delayed/Partial
S05052,BarnWare,01/04/2025,09/04/2025,06/04/2025,5,On-Time
S05053,UKTools,01/04/2025,12/04/2025,12/04/2025,11,On-Time
S05054,BarnWare,01/04/2025,10/04/2025,15/04/2025,14,Delayed/Partial
S05055,AsiaPlast,01/04/2025,11/04/2025,12/04/2025,11,Delayed/Partial
S05056,EuroMat,01/04/2025,21/04/2025,21/04/2025,20,On-Time
S05057,BarnWare,01/04/2025,14/04/2025,14/04/2025,13,On-Time
S05058,AsiaPlast,01/04/2025,09/04/2025,14/04/2025,13,Delayed/Partial
S05059,UKTools,01/04/2025,10/04/2025,10/04/2025,9,On-Time
S05060,AgroSupply,01/04/2025,05/05/2025,05/05/2025,34,On-Time
S05061,EuroMat,01/04/2025,06/05/2025,06/05/2025,35,On-Time
S05062,AgroSupply,01/04/2025,27/04/2025,28/04/2025,27,Delayed/Partial
S05063,BarnWare,01/04/2025,12/04/2025,12/04/2025,11,On-Time
S05064,EuroMat,01/04/2025,29/04/2025,29/04/2025,28,On-Time
S05065,EuroMat,02/04/2025,28/04/2025,28/04/2025,26,On-Time
S05066,AsiaPlast,02/04/2025,10/04/2025,10/04/2025,8,On-Time
S05067,EuroMat,02/04/2025,04/05/2025,04/05/2025,32,On-Time
S05068,EuroMat,02/04/2025,06/05/2025,05/05/2025,33,On-Time
S05069,UKTools,02/04/2025,12/04/2025,12/04/2025,10,On-Time
S05070,AgroSupply,02/04/2025,21/04/2025,21/04/2025,19,On-Time
S05071,BarnWare,02/04/2025,15/04/2025,15/04/2025,13,On-Time
S05072,BarnWare,02/04/2025,12/04/2025,13/04/2025,11,Delayed/Partial
S05073,EuroMat,02/04/2025,02/05/2025,02/05/2025,30,On-Time
S05074,UKTools,02/04/2025,08/04/2025,05/04/2025,3,On-Time
S05075,AgroSupply,02/04/2025,21/04/2025,21/04/2025,19,On-Time
S05076,AsiaPlast,02/04/2025,12/04/2025,12/04/2025,10,On-Time
S05077,AgroSupply,02/04/2025,20/04/2025,20/04/2025,18,On-Time
S05078,UKTools,02/04/2025,14/04/2025,15/04/2025,13,Delayed/Partial
S05079,AgroSupply,02/04/2025,21/04/2025,21/04/2025,19,On-Time
S05080,EuroMat,02/04/2025,25/04/2025,25/04/2025,23,On-Time
S05081,AsiaPlast,02/04/2025,08/04/2025,09/04/2025,7,Delayed/Partial
S05082,EuroMat,02/04/2025,06/05/2025,07/05/2025,35,Delayed/Partial
S05083,AsiaPlast,02/04/2025,11/04/2025,12/04/2025,10,Delayed/Partial
S05084,AsiaPlast,02/04/2025,08/04/2025,08/04/2025,6,On-Time
S05085,AgroSupply,02/04/2025,28/04/2025,28/04/2025,26,On-Time
S05086,BarnWare,02/04/2025,09/04/2025,10/04/2025,8,Delayed/Partial
S05087,AsiaPlast,02/04/2025,06/04/2025,06/04/2025,4,On-Time
S05088,AgroSupply,02/04/2025,22/04/2025,22/04/2025,20,On-Time
S05089,UKTools,02/04/2025,16/04/2025,13/04/2025,11,On-Time
S05090,UKTools,02/04/2025,08/04/2025,05/04/2025,3,On-Time
S05091,UKTools,02/04/2025,10/04/2025,11/04/2025,9,Delayed/Partial
S05092,AsiaPlast,02/04/2025,12/04/2025,12/04/2025,10,On-Time
S05093,BarnWare,02/04/2025,14/04/2025,14/04/2025,12,On-Time
S05094,AsiaPlast,02/04/2025,09/04/2025,09/04/2025,7,On-Time
S05095,EuroMat,02/04/2025,24/04/2025,24/04/2025,22,On-Time
S05096,AsiaPlast,02/04/2025,08/04/2025,08/04/2025,6,On-Time
S05097,AgroSupply,02/04/2025,29/04/2025,29/04/2025,27,On-Time
S05098,EuroMat,02/04/2025,06/05/2025,06/05/2025,34,On-Time
S05099,AgroSupply,02/04/2025,23/04/2025,23/04/2025,21,On-Time
S05100,EuroMat,02/04/2025,27/04/2025,27/04/2025,25,On-Time
S05101,BarnWare,02/04/2025,16/04/2025,16/04/2025,14,On-Time
S05102,EuroMat,02/04/2025,20/04/2025,20/04/2025,18,On-Time
S05103,BarnWare,02/04/2025,13/04/2025,13/04/2025,11,On-Time
S05104,AsiaPlast,02/04/2025,11/04/2025,11/04/2025,9,On-Time
S05105,AsiaPlast,02/04/2025,06/04/2025,06/04/2025,4,On-Time
S05106,BarnWare,02/04/2025,12/04/2025,12/04/2025,10,On-Time
S05107,BarnWare,02/04/2025,16/04/2025,17/04/2025,15,Delayed/Partial
S05108,BarnWare,02/04/2025,08/04/2025,08/04/2025,6,On-Time
S05109,EuroMat,02/04/2025,06/05/2025,06/05/2025,34,On-Time
S05110,BarnWare,02/04/2025,09/04/2025,10/04/2025,8,Delayed/Partial
S05111,BarnWare,02/04/2025,12/04/2025,14/04/2025,12,Delayed/Partial
S05112,BarnWare,02/04/2025,14/04/2025,16/04/2025,14,Delayed/Partial
S05113,AsiaPlast,02/04/2025,06/04/2025,07/04/2025,5,Delayed/Partial
S05114,UKTools,02/04/2025,14/04/2025,16/04/2025,14,Delayed/Partial
S05115,EuroMat,02/04/2025,25/04/2025,25/04/2025,23,On-Time
S05116,BarnWare,02/04/2025,12/04/2025,12/04/2025,10,On-Time
S05117,AsiaPlast,02/04/2025,07/04/2025,07/04/2025,5,On-Time
S05118,AgroSupply,02/04/2025,06/05/2025,06/05/2025,34,On-Time
S05119,EuroMat,02/04/2025,01/05/2025,01/05/2025,29,On-Time
S05120,EuroMat,02/04/2025,28/04/2025,29/04/2025,27,Delayed/Partial
S05121,UKTools,03/04/2025,16/04/2025,19/04/2025,16,Delayed/Partial
S05122,AgroSupply,03/04/2025,26/04/2025,01/05/2025,28,Delayed/Partial
S05123,UKTools,03/04/2025,11/04/2025,16/04/2025,13,Delayed/Partial
S05124,BarnWare,03/04/2025,12/04/2025,12/04/2025,9,On-Time
S05125,UKTools,03/04/2025,11/04/2025,12/04/2025,9,Delayed/Partial
S05126,AsiaPlast,03/04/2025,09/04/2025,09/04/2025,6,On-Time
S05127,EuroMat,03/04/2025,25/04/2025,26/04/2025,23,Delayed/Partial
S05128,AsiaPlast,03/04/2025,10/04/2025,10/04/2025,7,On-Time
S05129,UKTools,03/04/2025,09/04/2025,09/04/2025,6,On-Time
S05130,EuroMat,03/04/2025,21/04/2025,21/04/2025,18,On-Time
S05131,BarnWare,03/04/2025,10/04/2025,10/04/2025,7,On-Time
S05132,UKTools,03/04/2025,09/04/2025,09/04/2025,6,On-Time
S05133,AgroSupply,03/04/2025,26/04/2025,26/04/2025,23,On-Time
S05134,EuroMat,03/04/2025,01/05/2025,01/05/2025,28,On-Time
S05135,BarnWare,03/04/2025,13/04/2025,14/04/2025,11,Delayed/Partial
S05136,UKTools,03/04/2025,11/04/2025,11/04/2025,8,On-Time
S05137,AgroSupply,03/04/2025,29/04/2025,29/04/2025,26,On-Time
S05138,BarnWare,03/04/2025,13/04/2025,13/04/2025,10,On-Time
S05139,AgroSupply,03/04/2025,21/04/2025,22/04/2025,19,Delayed/Partial
S05140,AsiaPlast,03/04/2025,10/04/2025,10/04/2025,7,On-Time
S05141,EuroMat,03/04/2025,26/04/2025,26/04/2025,23,On-Time
S05142,AsiaPlast,03/04/2025,13/04/2025,13/04/2025,10,On-Time
S05143,AsiaPlast,03/04/2025,07/04/2025,07/04/2025,4,On-Time
S05144,AsiaPlast,03/04/2025,12/04/2025,01/04/2025,-2,Mismatch
S05145,BarnWare,03/04/2025,13/04/2025,13/04/2025,10,On-Time
S05146,BarnWare,03/04/2025,16/04/2025,16/04/2025,13,On-Time
S05147,AsiaPlast,03/04/2025,07/04/2025,07/04/2025,4,On-Time
S05148,AgroSupply,03/04/2025,21/04/2025,21/04/2025,18,On-Time
S05149,BarnWare,03/04/2025,11/04/2025,11/04/2025,8,On-Time
S05150,AgroSupply,03/04/2025,24/04/2025,24/04/2025,21,On-Time
S05151,UKTools,03/04/2025,15/04/2025,15/04/2025,12,On-Time
S05152,AsiaPlast,03/04/2025,11/04/2025,12/04/2025,9,Delayed/Partial
S05153,AsiaPlast,03/04/2025,08/04/2025,08/04/2025,5,On-Time
S05154,AsiaPlast,03/04/2025,09/04/2025,09/04/2025,6,On-Time
S05155,UKTools,03/04/2025,10/04/2025,10/04/2025,7,On-Time
S05156,BarnWare,03/04/2025,14/04/2025,15/04/2025,12,Delayed/Partial
S05157,AgroSupply,03/04/2025,03/05/2025,03/05/2025,30,On-Time
S05158,AsiaPlast,03/04/2025,13/04/2025,13/04/2025,10,On-Time
S05159,AsiaPlast,03/04/2025,13/04/2025,14/04/2025,11,Delayed/Partial
S05160,EuroMat,03/04/2025,08/05/2025,09/05/2025,36,Delayed/Partial
S05161,AsiaPlast,03/04/2025,09/04/2025,09/04/2025,6,On-Time
S05162,UKTools,03/04/2025,13/04/2025,13/04/2025,10,On-Time
S05163,EuroMat,03/04/2025,06/05/2025,06/05/2025,33,On-Time
S05164,AgroSupply,03/04/2025,06/05/2025,07/05/2025,34,Delayed/Partial
S05165,EuroMat,03/04/2025,25/04/2025,26/04/2025,23,Delayed/Partial
S05166,UKTools,03/04/2025,14/04/2025,13/04/2025,10,On-Time
S05167,AgroSupply,03/04/2025,30/04/2025,30/04/2025,27,On-Time
S05168,BarnWare,03/04/2025,12/04/2025,13/04/2025,10,Delayed/Partial
S05169,EuroMat,03/04/2025,03/05/2025,04/05/2025,31,Delayed/Partial
S05170,AsiaPlast,03/04/2025,13/04/2025,13/04/2025,10,On-Time
S05171,BarnWare,03/04/2025,11/04/2025,11/04/2025,8,On-Time
S05172,AsiaPlast,03/04/2025,13/04/2025,14/04/2025,11,Delayed/Partial
S05173,AsiaPlast,03/04/2025,07/04/2025,07/04/2025,4,On-Time
S05174,EuroMat,03/04/2025,07/05/2025,07/05/2025,34,On-Time
S05175,EuroMat,03/04/2025,29/04/2025,29/04/2025,26,On-Time
S05176,BarnWare,03/04/2025,14/04/2025,15/04/2025,12,Delayed/Partial
S05177,AsiaPlast,03/04/2025,08/04/2025,10/04/2025,7,Delayed/Partial
S05178,AgroSupply,03/04/2025,24/04/2025,27/04/2025,24,Delayed/Partial
S05179,AgroSupply,03/04/2025,22/04/2025,23/04/2025,20,Delayed/Partial
S05180,AgroSupply,03/04/2025,22/04/2025,23/04/2025,20,Delayed/Partial
S05181,AsiaPlast,03/04/2025,09/04/2025,10/04/2025,7,Delayed/Partial
S05182,AgroSupply,03/04/2025,06/05/2025,07/05/2025,34,Delayed/Partial
S05183,BarnWare,03/04/2025,11/04/2025,11/04/2025,8,On-Time
S05184,EuroMat,03/04/2025,23/04/2025,23/04/2025,20,On-Time
S05185,AsiaPlast,04/04/2025,13/04/2025,13/04/2025,9,On-Time
S05186,EuroMat,04/04/2025,09/05/2025,09/05/2025,35,On-Time
S05187,UKTools,04/04/2025,11/04/2025,11/04/2025,7,On-Time
S05188,EuroMat,04/04/2025,05/05/2025,05/05/2025,31,On-Time
S05189,AsiaPlast,04/04/2025,14/04/2025,14/04/2025,10,On-Time
S05190,AsiaPlast,04/04/2025,13/04/2025,18/04/2025,14,Delayed/Partial
S05191,BarnWare,04/04/2025,14/04/2025,14/04/2025,10,On-Time
S05192,UKTools,04/04/2025,14/04/2025,14/04/2025,10,On-Time
S05193,AsiaPlast,04/04/2025,09/04/2025,09/04/2025,5,On-Time
S05194,BarnWare,04/04/2025,12/04/2025,12/04/2025,8,On-Time
S05195,AsiaPlast,04/04/2025,13/04/2025,13/04/2025,9,On-Time
S05196,BarnWare,04/04/2025,12/04/2025,15/04/2025,11,Delayed/Partial
S05197,EuroMat,04/04/2025,03/05/2025,03/05/2025,29,On-Time
S05198,AsiaPlast,04/04/2025,13/04/2025,13/04/2025,9,On-Time
S05199,AsiaPlast,04/04/2025,08/04/2025,08/04/2025,4,On-Time
S05200,EuroMat,04/04/2025,02/05/2025,02/05/2025,28,Mismatch
S05201,UKTools,04/04/2025,11/04/2025,11/04/2025,7,On-Time
S05202,EuroMat,04/04/2025,07/05/2025,07/05/2025,33,On-Time
S05203,BarnWare,04/04/2025,11/04/2025,12/04/2025,8,Delayed/Partial
S05204,BarnWare,04/04/2025,18/04/2025,15/04/2025,11,On-Time
S05205,EuroMat,04/04/2025,02/05/2025,03/05/2025,29,Delayed/Partial
S05206,BarnWare,04/04/2025,11/04/2025,11/04/2025,7,On-Time
S05207,EuroMat,04/04/2025,30/04/2025,30/04/2025,26,On-Time
S05208,UKTools,04/04/2025,16/04/2025,15/04/2025,11,On-Time
S05209,BarnWare,04/04/2025,12/04/2025,09/04/2025,5,On-Time
S05210,AgroSupply,04/04/2025,01/05/2025,01/05/2025,27,On-Time
S05211,UKTools,04/04/2025,13/04/2025,13/04/2025,9,On-Time
S05212,AgroSupply,04/04/2025,09/05/2025,09/05/2025,35,On-Time
S05213,UKTools,04/04/2025,13/04/2025,13/04/2025,9,On-Time
S05214,UKTools,04/04/2025,17/04/2025,19/04/2025,15,Delayed/Partial
S05215,AsiaPlast,04/04/2025,13/04/2025,13/04/2025,9,On-Time
S05216,BarnWare,04/04/2025,11/04/2025,11/04/2025,7,On-Time
S05217,EuroMat,04/04/2025,28/04/2025,30/04/2025,26,Delayed/Partial
S05218,UKTools,04/04/2025,13/04/2025,13/04/2025,9,On-Time
S05219,AgroSupply,04/04/2025,08/05/2025,08/05/2025,34,On-Time
S05220,AgroSupply,04/04/2025,06/05/2025,05/05/2025,31,On-Time
S05221,EuroMat,04/04/2025,09/05/2025,09/05/2025,35,On-Time
S05222,AsiaPlast,04/04/2025,14/04/2025,14/04/2025,10,On-Time
S05223,BarnWare,04/04/2025,11/04/2025,11/04/2025,7,On-Time
S05224,AsiaPlast,04/04/2025,09/04/2025,09/04/2025,5,On-Time
S05225,BarnWare,04/04/2025,18/04/2025,18/04/2025,14,On-Time
S05226,AgroSupply,04/04/2025,07/05/2025,07/05/2025,33,On-Time
S05227,UKTools,04/04/2025,10/04/2025,10/04/2025,6,On-Time
S05228,EuroMat,04/04/2025,24/04/2025,24/04/2025,20,On-Time
S05229,UKTools,04/04/2025,18/04/2025,27/03/2025,-8,On-Time
S05230,AsiaPlast,04/04/2025,08/04/2025,08/04/2025,4,On-Time
S05231,AsiaPlast,04/04/2025,13/04/2025,13/04/2025,9,On-Time
S05232,UKTools,04/04/2025,11/04/2025,13/04/2025,9,Delayed/Partial
S05233,EuroMat,04/04/2025,08/05/2025,07/05/2025,33,On-Time
S05234,EuroMat,04/04/2025,07/05/2025,04/05/2025,30,On-Time
S05235,UKTools,04/04/2025,15/04/2025,15/04/2025,11,On-Time
S05236,UKTools,04/04/2025,14/04/2025,14/04/2025,10,On-Time
S05237,EuroMat,04/04/2025,05/05/2025,06/05/2025,32,Delayed/Partial
S05238,AsiaPlast,04/04/2025,10/04/2025,12/04/2025,8,Delayed/Partial
S05239,AgroSupply,04/04/2025,01/05/2025,01/05/2025,27,On-Time
S05240,BarnWare,04/04/2025,13/04/2025,15/04/2025,11,Delayed/Partial
S05241,AgroSupply,04/04/2025,09/05/2025,09/05/2025,35,On-Time
S05242,AgroSupply,04/04/2025,05/05/2025,05/05/2025,31,On-Time
S05243,UKTools,04/04/2025,13/04/2025,13/04/2025,9,On-Time
S05244,EuroMat,04/04/2025,01/05/2025,01/05/2025,27,On-Time
S05245,BarnWare,04/04/2025,14/04/2025,13/04/2025,9,On-Time
S05246,AsiaPlast,04/04/2025,09/04/2025,09/04/2025,5,On-Time
S05247,BarnWare,04/04/2025,16/04/2025,15/04/2025,11,On-Time
S05248,BarnWare,04/04/2025,12/04/2025,12/04/2025,8,On-Time
S05249,BarnWare,04/04/2025,18/04/2025,19/04/2025,15,Delayed/Partial
S05250,AsiaPlast,04/04/2025,09/04/2025,08/04/2025,4,On-Time
S05251,UKTools,04/04/2025,17/04/2025,17/04/2025,13,On-Time
S05252,AgroSupply,04/04/2025,01/05/2025,01/05/2025,27,On-Time
S05253,UKTools,04/04/2025,11/04/2025,11/04/2025,7,On-Time
S05254,AsiaPlast,05/04/2025,11/04/2025,12/04/2025,7,Delayed/Partial
S05255,UKTools,05/04/2025,12/04/2025,12/04/2025,7,On-Time
S05256,BarnWare,05/04/2025,16/04/2025,16/04/2025,11,On-Time
S05257,AsiaPlast,05/04/2025,11/04/2025,11/04/2025,6,On-Time
S05258,EuroMat,05/04/2025,03/05/2025,03/05/2025,28,On-Time
S05259,AgroSupply,05/04/2025,02/05/2025,02/05/2025,27,On-Time
S05260,EuroMat,05/04/2025,29/04/2025,30/04/2025,25,Delayed/Partial
S05261,EuroMat,05/04/2025,05/05/2025,05/05/2025,30,On-Time
S05262,EuroMat,05/04/2025,07/05/2025,08/05/2025,33,Delayed/Partial
S05263,EuroMat,05/04/2025,06/05/2025,06/05/2025,31,On-Time
S05264,EuroMat,05/04/2025,01/05/2025,01/05/2025,26,On-Time
S05265,UKTools,05/04/2025,19/04/2025,19/04/2025,14,On-Time
S05266,EuroMat,05/04/2025,01/05/2025,01/05/2025,26,On-Time
S05267,AgroSupply,05/04/2025,05/05/2025,05/05/2025,30,On-Time
S05268,AgroSupply,05/04/2025,03/05/2025,03/05/2025,28,On-Time
S05269,EuroMat,05/04/2025,01/05/2025,03/04/2025,-2,On-Time
S05270,BarnWare,05/04/2025,12/04/2025,12/04/2025,7,On-Time
S05271,BarnWare,05/04/2025,14/04/2025,15/04/2025,10,Delayed/Partial
S05272,BarnWare,05/04/2025,12/04/2025,12/04/2025,7,On-Time
S05273,AgroSupply,05/04/2025,24/04/2025,24/04/2025,19,On-Time
S05274,EuroMat,05/04/2025,05/05/2025,05/05/2025,30,On-Time
S05275,BarnWare,05/04/2025,19/04/2025,19/04/2025,14,On-Time
S05276,BarnWare,05/04/2025,18/04/2025,20/04/2025,15,Delayed/Partial
S05277,EuroMat,05/04/2025,28/04/2025,28/04/2025,23,On-Time
S05278,EuroMat,05/04/2025,09/05/2025,09/05/2025,34,On-Time
S05279,EuroMat,05/04/2025,30/04/2025,02/05/2025,27,Delayed/Partial
S05280,AgroSupply,05/04/2025,04/05/2025,07/05/2025,32,Delayed/Partial
S05281,UKTools,05/04/2025,18/04/2025,18/04/2025,13,On-Time
S05282,EuroMat,05/04/2025,06/05/2025,28/03/2025,-8,Mismatch
S05283,AsiaPlast,05/04/2025,10/04/2025,10/04/2025,5,Mismatch
S05284,EuroMat,05/04/2025,01/05/2025,01/05/2025,26,On-Time
S05285,UKTools,05/04/2025,12/04/2025,12/04/2025,7,On-Time
S05286,EuroMat,05/04/2025,23/04/2025,23/04/2025,18,On-Time
S05287,UKTools,05/04/2025,13/04/2025,14/04/2025,9,Delayed/Partial
S05288,AgroSupply,05/04/2025,05/05/2025,04/05/2025,29,On-Time
S05289,EuroMat,05/04/2025,10/05/2025,10/05/2025,35,On-Time
S05290,AgroSupply,05/04/2025,06/05/2025,05/05/2025,30,On-Time
S05291,AgroSupply,05/04/2025,02/05/2025,01/05/2025,26,On-Time
S05292,BarnWare,05/04/2025,13/04/2025,12/04/2025,7,On-Time
S05293,BarnWare,05/04/2025,15/04/2025,15/04/2025,10,On-Time
S05294,AgroSupply,05/04/2025,23/04/2025,23/04/2025,18,On-Time
S05295,BarnWare,05/04/2025,18/04/2025,19/04/2025,14,Delayed/Partial
S05296,UKTools,05/04/2025,18/04/2025,18/04/2025,13,On-Time
S05297,BarnWare,05/04/2025,18/04/2025,18/04/2025,13,On-Time
S05298,AsiaPlast,05/04/2025,15/04/2025,15/04/2025,10,On-Time
S05299,UKTools,05/04/2025,16/04/2025,17/04/2025,12,Delayed/Partial
S05300,EuroMat,05/04/2025,10/05/2025,13/05/2025,38,Delayed/Partial
S05301,AsiaPlast,05/04/2025,13/04/2025,14/04/2025,9,Delayed/Partial
S05302,BarnWare,05/04/2025,16/04/2025,16/04/2025,11,On-Time
S05303,AsiaPlast,05/04/2025,15/04/2025,15/04/2025,10,On-Time
S05304,UKTools,05/04/2025,11/04/2025,12/04/2025,7,Delayed/Partial
S05305,AgroSupply,05/04/2025,08/05/2025,09/05/2025,34,Delayed/Partial
S05306,UKTools,06/04/2025,18/04/2025,18/04/2025,12,Mismatch
S05307,AgroSupply,06/04/2025,29/04/2025,29/04/2025,23,On-Time
S05308,EuroMat,06/04/2025,28/04/2025,28/04/2025,22,On-Time
S05309,EuroMat,06/04/2025,24/04/2025,24/04/2025,18,On-Time
S05310,BarnWare,06/04/2025,15/04/2025,15/04/2025,9,On-Time
S05311,UKTools,06/04/2025,20/04/2025,23/04/2025,17,Delayed/Partial
S05312,BarnWare,06/04/2025,13/04/2025,13/04/2025,7,On-Time
S05313,AsiaPlast,06/04/2025,13/04/2025,13/04/2025,7,On-Time
S05314,EuroMat,06/04/2025,07/05/2025,07/05/2025,31,On-Time
S05315,EuroMat,06/04/2025,24/04/2025,24/04/2025,18,On-Time
S05316,UKTools,06/04/2025,18/04/2025,19/04/2025,13,Delayed/Partial
S05317,AgroSupply,06/04/2025,28/04/2025,30/04/2025,24,Delayed/Partial
S05318,AsiaPlast,06/04/2025,15/04/2025,15/04/2025,9,On-Time
S05319,AgroSupply,06/04/2025,30/04/2025,30/04/2025,24,On-Time
S05320,UKTools,06/04/2025,18/04/2025,18/04/2025,12,On-Time
S05321,BarnWare,06/04/2025,16/04/2025,17/04/2025,11,Delayed/Partial
S05322,UKTools,06/04/2025,12/04/2025,12/04/2025,6,On-Time
S05323,AgroSupply,06/04/2025,24/04/2025,24/04/2025,18,On-Time
S05324,AgroSupply,06/04/2025,26/04/2025,26/04/2025,20,On-Time
S05325,UKTools,06/04/2025,20/04/2025,20/04/2025,14,Mismatch
S05326,AgroSupply,06/04/2025,28/04/2025,28/04/2025,22,On-Time
S05327,AgroSupply,06/04/2025,04/05/2025,04/05/2025,28,On-Time
S05328,UKTools,06/04/2025,17/04/2025,17/04/2025,11,Mismatch
S05329,BarnWare,06/04/2025,15/04/2025,14/04/2025,8,On-Time
S05330,BarnWare,06/04/2025,18/04/2025,18/04/2025,12,On-Time
S05331,UKTools,06/04/2025,17/04/2025,17/04/2025,11,On-Time
S05332,EuroMat,06/04/2025,07/05/2025,07/05/2025,31,On-Time
S05333,BarnWare,06/04/2025,16/04/2025,16/04/2025,10,On-Time
S05334,EuroMat,06/04/2025,29/04/2025,29/04/2025,23,On-Time
S05335,AgroSupply,06/04/2025,02/05/2025,02/05/2025,26,On-Time
S05336,UKTools,06/04/2025,18/04/2025,18/04/2025,12,On-Time
S05337,UKTools,06/04/2025,16/04/2025,16/04/2025,10,On-Time
S05338,EuroMat,06/04/2025,28/04/2025,01/05/2025,25,Delayed/Partial
S05339,EuroMat,06/04/2025,05/05/2025,05/05/2025,29,On-Time
