shipment_id,product_id,units_ordered,units_received,unit_cost_GBP,freight_cost_GBP
S04489,Feed Buckets / Feed Tubs,2995,2995,25.99,482
S04490,Rubber Matting (for stalls and walkways),1988,1988,23.79,2246.98
S04491,Shovels / Rakes,500,500,10.67,215.7
S04492,Storage Bins / Feed Storage,4492,4218,3.33,397.56
S04493,Muck Forks / Stable Forks,3441,3441,10.66,2108.28
S04494,Manure Scoops,2021,2021,20.99,1858.29
S04495,Muck Forks / Stable Forks,4889,4889,6.56,482.49
S04496,Shovels / Rakes,538,538,25.82,876.9
S04497,Stable Brooms / Yard Brushes,4360,4360,4.26,1546.52
S04498,Storage Bins / Feed Storage,4729,4729,25.34,2246.64
S04499,Feed Buckets / Feed Tubs,2660,2660,28.07,1586.27
S04500,Rubber Matting (for stalls and walkways),2798,2798,29.46,596.72
S04501,Stable Brooms / Yard Brushes,2982,2982,18.35,96.15
S04502,Hay Nets / Hay Bags,2210,2210,30.44,751.06
S04503,Shovels / Rakes,1426,1426,4.58,1109.44
S04504,Muck Forks / Stable Forks,3858,3858,24.82,1610.65
S04505,Storage Bins / Feed Storage,673,673,4.94,866.19
S04506,Feed Buckets / Feed Tubs,144,144,11.01,2265.75
S04507,Water Troughs / Water Buckets,920,920,4.01,2141.62
S04508,Stable Brooms / Yard Brushes,2681,2681,8.33,189.27
S04509,Rubber Matting (for stalls and walkways),2772,2772,13.91,193.88
S04510,Stable Brooms / Yard Brushes,1733,1733,8.51,1195.05
S04511,Feed Buckets / Feed Tubs,4954,4954,34.04,451.15
S04512,Shovels / Rakes,627,627,23.89,187.14
S04513,Feed Buckets / Feed Tubs,1479,1479,12.4,309.93
S04514,Rubber Matting (for stalls and walkways),594,594,34.64,737.42
S04515,Feed Buckets / Feed Tubs,2851,2851,33.09,979.96
S04516,Manure Scoops,2991,2991,17.44,2335.61
S04517,Manure Scoops,4718,4718,3.1,1250.21
S04518,Storage Bins / Feed Storage,2339,2339,29.82,2086.41
S04519,Stable Brooms / Yard Brushes,4556,4556,8.15,1657.99
S04520,Feed Buckets / Feed Tubs,1418,1418,29.74,353.86
S04521,Stable Brooms / Yard Brushes,3923,3923,26.14,721.28
S04522,Rubber Matting (for stalls and walkways),750,750,33.27,1029.62
S04523,Stable Brooms / Yard Brushes,1609,1609,20.81,1970.64
S04524,Hay Nets / Hay Bags,3590,3590,14.76,1755.51
S04525,Water Troughs / Water Buckets,3887,3887,12.63,1566.75
S04526,Rubber Matting (for stalls and walkways),2176,2176,2.15,1494.08
S04527,Muck Forks / Stable Forks,3762,3762,33.91,920.57
S04528,Storage Bins / Feed Storage,1756,1756,10.44,1263.11
S04529,Shovels / Rakes,452,452,17.49,1203.08
S04530,Feed Buckets / Feed Tubs,1107,1107,4.33,296.89
S04531,Muck Forks / Stable Forks,3714,3714,22.99,2091.94
S04532,Stable Brooms / Yard Brushes,282,282,27.11,1378.17
S04533,Stable Brooms / Yard Brushes,1700,1700,9.68,1816.37
S04534,Feed Buckets / Feed Tubs,1122,1122,27.43,1764.13
S04535,Water Troughs / Water Buckets,1697,1697,9.12,1695.32
S04536,Water Troughs / Water Buckets,2934,2934,19.22,1659.67
S04537,Hay Nets / Hay Bags,280,280,6.35,277.02
S04538,Feed Buckets / Feed Tubs,2529,2529,17.7,1798.8
S04539,Hay Nets / Hay Bags,758,758,14.01,522.97
S04540,Hay Nets / Hay Bags,761,761,17.03,416.87
S04541,Hay Nets / Hay Bags,3059,3059,15.98,1494.01
S04542,Stable Brooms / Yard Brushes,1707,1707,16.52,41.2
S04543,Hay Nets / Hay Bags,3829,3829,17,82.18
S04544,Manure Scoops,1852,1852,4.93,32.9
S04545,Rubber Matting (for stalls and walkways),3478,3478,17.7,625.11
S04546,Water Troughs / Water Buckets,4311,4311,9.62,1807.9
S04547,Shovels / Rakes,2228,2228,30.48,1709.5
S04548,Hay Nets / Hay Bags,2023,2023,18.61,2124.41
S04549,Stable Brooms / Yard Brushes,4013,4013,13.99,1097.08
S04550,Stable Brooms / Yard Brushes,3480,3480,27.52,1660.41
S04551,Water Troughs / Water Buckets,4249,4249,12.7,268.43
S04552,Hay Nets / Hay Bags,3084,3084,28.74,1935.43
S04553,Muck Forks / Stable Forks,4969,4969,15.27,2434.48
S04554,Manure Scoops,3642,3642,30.39,713.79
S04555,Shovels / Rakes,4464,4464,7.89,1958.18
S04556,Muck Forks / Stable Forks,3057,3057,34.41,1207.31
S04557,Water Troughs / Water Buckets,2682,2682,18.44,1915.47
S04558,Shovels / Rakes,4623,4623,8.31,1542.75
S04559,Stable Brooms / Yard Brushes,2748,2748,21.68,1606.27
S04560,Stable Brooms / Yard Brushes,2112,2112,13.51,765.94
S04561,Hay Nets / Hay Bags,2720,2720,31.4,246.11
S04562,Stable Brooms / Yard Brushes,1130,1130,26.47,1202.28
S04563,Manure Scoops,2334,2334,9.52,1213.71
S04564,Manure Scoops,2408,2408,33.82,1613.77
S04565,Manure Scoops,3083,3083,3.03,1409.08
S04566,Rubber Matting (for stalls and walkways),3124,3092,29.41,1275.65
S04567,Water Troughs / Water Buckets,3863,3863,4.55,173.82
S04568,Shovels / Rakes,1796,1796,8.06,1255.48
S04569,Shovels / Rakes,3296,3296,12.67,1649.33
S04570,Water Troughs / Water Buckets,394,394,2.28,408.16
S04571,Manure Scoops,2740,2740,15.74,698.74
S04572,Water Troughs / Water Buckets,3412,3412,1.59,816.67
S04573,Water Troughs / Water Buckets,4255,4255,28.17,1530.78
S04574,Shovels / Rakes,3995,3995,2.01,2405.09
S04575,Manure Scoops,491,491,14.86,1568.63
S04576,Hay Nets / Hay Bags,3996,3996,2.23,1869.14
S04577,Rubber Matting (for stalls and walkways),496,496,17.5,1939.66
S04578,Hay Nets / Hay Bags,3387,3387,22.28,2322.35
S04579,Manure Scoops,4286,4286,2.53,1930.68
S04580,Stable Brooms / Yard Brushes,3553,3553,19.2,2114.23
S04581,Stable Brooms / Yard Brushes,3329,3329,9.22,556.59
S04582,Shovels / Rakes,3962,3962,10.74,1482.29
S04583,Storage Bins / Feed Storage,1953,1953,22.52,2135.07
S04584,Hay Nets / Hay Bags,2593,2593,30.45,539.05
S04585,Hay Nets / Hay Bags,1883,1883,31.64,68.61
S04586,Stable Brooms / Yard Brushes,2797,2797,20.53,252.48
S04587,Muck Forks / Stable Forks,3965,3965,12.16,1259.5
S04588,Hay Nets / Hay Bags,4116,4116,29.58,1594.11
S04589,Manure Scoops,787,702,20.31,125.73
S04590,Shovels / Rakes,464,464,4.99,1049.35
S04591,Muck Forks / Stable Forks,2228,2228,1.03,1597.31
S04592,Storage Bins / Feed Storage,3813,3813,32.76,2119.58
S04593,Storage Bins / Feed Storage,4261,4261,23.67,302.41
S04594,Stable Brooms / Yard Brushes,2243,2243,1.98,2188.75
S04595,Water Troughs / Water Buckets,1986,1986,31.24,561.8
S04596,Rubber Matting (for stalls and walkways),2700,2700,8.79,177.77
S04597,Manure Scoops,2122,2122,10.12,1408.45
S04598,Stable Brooms / Yard Brushes,2155,2155,9.6,125.61
S04599,Feed Buckets / Feed Tubs,463,463,18.53,1207.99
S04600,Stable Brooms / Yard Brushes,976,976,28.36,2021.73
S04601,Manure Scoops,2414,2414,25.64,2395.66
S04602,Storage Bins / Feed Storage,4850,4850,18.38,766.05
S04603,Muck Forks / Stable Forks,278,278,10.95,2025.64
S04604,Rubber Matting (for stalls and walkways),4544,4544,22.05,2489.7
S04605,Muck Forks / Stable Forks,3792,3792,27.37,2260.6
S04606,Stable Brooms / Yard Brushes,3910,3910,4.62,1952.95
S04607,Water Troughs / Water Buckets,424,418,4.63,1222.63
S04608,Manure Scoops,1201,1201,22.97,1926.67
S04609,Feed Buckets / Feed Tubs,4388,4388,18.25,2362.58
S04610,Hay Nets / Hay Bags,161,161,30.48,1295.5
S04611,Storage Bins / Feed Storage,2168,2168,30.83,1900.8
S04612,Rubber Matting (for stalls and walkways),2054,2054,4.4,1770
S04613,Hay Nets / Hay Bags,1211,1211,16.49,1877.84
S04614,Hay Nets / Hay Bags,3973,3973,14.93,507.02
S04615,Shovels / Rakes,613,613,4.31,400.7
S04616,Shovels / Rakes,4830,4830,10.71,1550.59
S04617,Rubber Matting (for stalls and walkways),2776,2776,27.84,827.88
S04618,Shovels / Rakes,444,444,22.39,1337.29
S04619,Feed Buckets / Feed Tubs,524,480,28.97,737.12
S04620,Water Troughs / Water Buckets,2285,2285,27.46,625.73
S04621,Stable Brooms / Yard Brushes,1302,1302,13.56,1899
S04622,Water Troughs / Water Buckets,2038,2038,1.53,731.09
S04623,Shovels / Rakes,404,376,5.8,2140.94
S04624,Storage Bins / Feed Storage,2814,2814,7.64,1016.99
S04625,Manure Scoops,2951,2951,2.18,1684.87
S04626,Stable Brooms / Yard Brushes,3275,3190,23.74,912
S04627,Feed Buckets / Feed Tubs,413,413,27.67,1447.76
S04628,Feed Buckets / Feed Tubs,3664,3664,24.8,597.64
S04629,Storage Bins / Feed Storage,1867,1867,19.94,113.96
S04630,Manure Scoops,1448,1448,17.44,1740.78
S04631,Stable Brooms / Yard Brushes,2248,2248,10.19,1642.14
S04632,Water Troughs / Water Buckets,267,267,24.83,165.48
S04633,Storage Bins / Feed Storage,1162,1162,32.91,727
S04634,Water Troughs / Water Buckets,1524,1524,25.34,1071.26
S04635,Muck Forks / Stable Forks,2428,2428,8.03,1142.28
S04636,Hay Nets / Hay Bags,1555,1555,9.48,1266.03
S04637,Rubber Matting (for stalls and walkways),1386,1386,8.09,916.83
S04638,Rubber Matting (for stalls and walkways),4303,4303,14.53,310.19
S04639,Shovels / Rakes,1682,1682,13.88,2197.8
S04640,Feed Buckets / Feed Tubs,1354,1354,14.64,2251.83
S04641,Manure Scoops,1918,1918,6.34,1842.95
S04642,Water Troughs / Water Buckets,1732,1732,4.36,1606.61
S04643,Stable Brooms / Yard Brushes,4065,4065,16.67,814.01
S04644,Feed Buckets / Feed Tubs,1355,1355,15.7,568.92
S04645,Stable Brooms / Yard Brushes,2030,1874,34.99,633.42
S04646,Storage Bins / Feed Storage,3980,3980,29.51,841.62
S04647,Hay Nets / Hay Bags,946,946,26.9,1431.27
S04648,Muck Forks / Stable Forks,3967,3967,19.61,2032.08
S04649,Storage Bins / Feed Storage,491,491,19.3,1390.91
S04650,Hay Nets / Hay Bags,4754,4754,29.74,1474.17
S04651,Muck Forks / Stable Forks,2715,2715,24.31,2467.71
S04652,Feed Buckets / Feed Tubs,3938,3677,3.25,2305.59
S04653,Shovels / Rakes,2813,2813,7.22,1556.52
S04654,Manure Scoops,1999,1999,15.61,1302.82
S04655,Manure Scoops,468,468,21.66,2490.8
S04656,Rubber Matting (for stalls and walkways),1272,1272,4.49,1045.79
S04657,Feed Buckets / Feed Tubs,2205,2205,10.09,1999.05
S04658,Shovels / Rakes,3654,3654,28.36,712.46
S04659,Feed Buckets / Feed Tubs,3986,3986,24.28,915.36
S04660,Stable Brooms / Yard Brushes,3708,3708,5.16,2473.1
S04661,Muck Forks / Stable Forks,4749,4749,14.33,1805.72
S04662,Muck Forks / Stable Forks,4484,4484,17.22,2423.82
S04663,Shovels / Rakes,272,272,34.1,115.34
S04664,Feed Buckets / Feed Tubs,2413,2413,6.1,1874.91
S04665,Manure Scoops,3867,3867,29.41,258.47
S04666,Manure Scoops,3884,3884,NULL,476.4
S04667,Stable Brooms / Yard Brushes,2905,2905,2.63,1711.15
S04668,Storage Bins / Feed Storage,1290,1290,17.89,1489.49
S04669,Muck Forks / Stable Forks,4471,4471,31.42,1359.05
S04670,Rubber Matting (for stalls and walkways),122,122,32.51,2198.5
S04671,Feed Buckets / Feed Tubs,4428,4428,14.65,793.12
S04672,Storage Bins / Feed Storage,537,537,6.23,2102.75
S04673,Stable Brooms / Yard Brushes,4455,4455,11.73,816.15
S04674,Rubber Matting (for stalls and walkways),110,110,32.84,108.2
S04675,Stable Brooms / Yard Brushes,336,336,1.41,2318.15
S04676,Rubber Matting (for stalls and walkways),733,733,31.52,548.68
S04677,Storage Bins / Feed Storage,1688,1688,26.34,1263.96
S04678,Rubber Matting (for stalls and walkways),3730,3730,15.01,951.6
S04679,Manure Scoops,3053,3053,5.55,695.24
S04680,Shovels / Rakes,2318,2318,20.71,877.05
S04681,Feed Buckets / Feed Tubs,1109,1109,22.9,2174.14
S04682,Stable Brooms / Yard Brushes,707,707,34.22,2440.85
S04683,Hay Nets / Hay Bags,2365,2365,20.38,143.98
S04684,Shovels / Rakes,923,894,8.24,398.17
S04685,Water Troughs / Water Buckets,4719,4719,30.04,1090.93
S04686,Stable Brooms / Yard Brushes,1710,1710,32.12,1136.54
S04687,Stable Brooms / Yard Brushes,775,775,5.01,45.21
S04688,Shovels / Rakes,431,431,10.89,964
S04689,Feed Buckets / Feed Tubs,4097,4097,29.81,1491.96
S04690,Water Troughs / Water Buckets,4764,4764,34.63,1447.38
S04691,Stable Brooms / Yard Brushes,4563,4563,13.61,2212.87
S04692,Rubber Matting (for stalls and walkways),3294,3294,6.46,300.55
S04693,Muck Forks / Stable Forks,3098,3098,16.24,1128.29
S04694,Stable Brooms / Yard Brushes,1278,1278,6.95,2122.92
S04695,Feed Buckets / Feed Tubs,689,689,9.66,334.87
S04696,Rubber Matting (for stalls and walkways),1798,1798,14.41,1824.64
S04697,Hay Nets / Hay Bags,210,210,20.46,1634.93
S04698,Rubber Matting (for stalls and walkways),1716,1716,30.52,876.78
S04699,Hay Nets / Hay Bags,4447,4447,32.31,1346.45
S04700,Storage Bins / Feed Storage,4518,4518,3.31,913.2
S04701,Shovels / Rakes,3498,3498,13.14,913.43
S04702,Shovels / Rakes,2371,2371,9.79,2105.07
S04703,Hay Nets / Hay Bags,95,95,32.22,492.38
S04704,Storage Bins / Feed Storage,2543,2543,9.32,1997.61
S04705,Rubber Matting (for stalls and walkways),3615,3615,32.91,2380.65
S04706,Storage Bins / Feed Storage,4693,4693,8.66,1223.46
S04707,Hay Nets / Hay Bags,4452,4001,29.9,1812.53
S04708,Shovels / Rakes,2537,2537,30.11,376.18
S04709,Muck Forks / Stable Forks,3522,3522,28.95,1170.2
S04710,Hay Nets / Hay Bags,2210,2210,15.26,2247.34
S04711,Feed Buckets / Feed Tubs,3294,3294,4.48,2356.3
S04712,Water Troughs / Water Buckets,4300,4300,13.15,262.29
S04713,Water Troughs / Water Buckets,1899,1899,24.81,850.19
S04714,Water Troughs / Water Buckets,4292,4292,26.35,842.46
S04715,Storage Bins / Feed Storage,3853,3853,9.97,396.52
S04716,Shovels / Rakes,2613,2613,24.79,1144.83
S04717,Feed Buckets / Feed Tubs,740,740,26.73,965.47
S04718,Rubber Matting (for stalls and walkways),979,979,24.65,1122.77
S04719,Shovels / Rakes,910,910,19.24,1479.18
S04720,Water Troughs / Water Buckets,2082,2082,19.33,266.37
S04721,Stable Brooms / Yard Brushes,789,789,31.65,2381.33
S04722,Water Troughs / Water Buckets,4729,4729,29.83,913.75
S04723,Rubber Matting (for stalls and walkways),1143,1143,19.42,749.48
S04724,Feed Buckets / Feed Tubs,4720,4720,27.5,1370.46
S04725,Muck Forks / Stable Forks,3926,3926,6.16,330.01
S04726,Stable Brooms / Yard Brushes,2143,2143,11.57,381.29
S04727,Storage Bins / Feed Storage,3060,3060,16.65,492.92
S04728,Stable Brooms / Yard Brushes,3223,3223,2.7,1342.45
S04729,Stable Brooms / Yard Brushes,4022,4022,11.23,2218.7
S04730,Rubber Matting (for stalls and walkways),3098,3098,19.35,809.18
S04731,Shovels / Rakes,138,138,31.06,1131.55
S04732,Rubber Matting (for stalls and walkways),4298,4298,9.55,2194.62
S04733,Feed Buckets / Feed Tubs,4944,4944,7.85,1464.81
S04734,Rubber Matting (for stalls and walkways),3506,3506,19.09,1527.24
S04735,Rubber Matting (for stalls and walkways),339,329,31.37,378.47
S04736,Storage Bins / Feed Storage,4935,4935,20.79,1275.49
S04737,Manure Scoops,4626,4626,9.54,1185.28
S04738,Manure Scoops,3631,3472,15.32,1883.71
S04739,Shovels / Rakes,3501,3501,34.13,1019.3
S04740,Stable Brooms / Yard Brushes,4033,4033,23.88,312.27
S04741,Feed Buckets / Feed Tubs,3293,3253,26.42,1695.12
S04742,Storage Bins / Feed Storage,282,282,2.88,2163.71
S04743,Water Troughs / Water Buckets,1532,1532,1.97,2207.98
S04744,Shovels / Rakes,1581,1581,22.74,414.73
S04745,Rubber Matting (for stalls and walkways),4134,4134,8.23,985.75
S04746,Shovels / Rakes,1906,1906,21.3,2123.8
S04747,Water Troughs / Water Buckets,2465,2465,23.99,2058.64
S04748,Manure Scoops,2263,2263,21.61,2285.27
S04749,Hay Nets / Hay Bags,1203,1203,8.37,110.51
S04750,Water Troughs / Water Buckets,4575,4575,2.98,2172.96
S04751,Hay Nets / Hay Bags,1555,1555,23.63,938.34
S04752,Manure Scoops,1302,1302,3.04,2335.15
S04753,Stable Brooms / Yard Brushes,2510,2510,16.65,33.1
S04754,Stable Brooms / Yard Brushes,851,851,24.23,2203.23
S04755,Stable Brooms / Yard Brushes,812,812,19.98,319.02
S04756,Feed Buckets / Feed Tubs,3446,3446,26,878.84
S04757,Muck Forks / Stable Forks,4682,4682,9.35,463.24
S04758,Feed Buckets / Feed Tubs,638,638,8.42,1615.57
S04759,Hay Nets / Hay Bags,1258,1116,15.94,2220.44
S04760,Muck Forks / Stable Forks,1890,1890,34.47,2351.01
S04761,Feed Buckets / Feed Tubs,762,762,9.75,2089.4
S04762,Rubber Matting (for stalls and walkways),2151,2151,1,725.04
S04763,Hay Nets / Hay Bags,4164,4164,18.79,512.15
S04764,Manure Scoops,53,53,24.59,131.76
S04765,Manure Scoops,4291,4291,14.34,1050.96
S04766,Shovels / Rakes,3790,3790,18.11,1255.26
S04767,Muck Forks / Stable Forks,3070,3070,3.97,1519.74
S04768,Hay Nets / Hay Bags,3691,3691,10.25,933.03
S04769,Manure Scoops,4814,4814,5.89,1439.63
S04770,Stable Brooms / Yard Brushes,4302,4302,10.7,818.05
S04771,Manure Scoops,2553,2553,2.64,1619.38
S04772,Rubber Matting (for stalls and walkways),519,519,20.29,764.25
S04773,Water Troughs / Water Buckets,267,267,18.6,341.91
S04774,Storage Bins / Feed Storage,4808,4808,17.86,1073.94
S04775,Muck Forks / Stable Forks,3377,3377,16.71,701.18
S04776,Water Troughs / Water Buckets,865,865,24.74,2306.08
S04777,Rubber Matting (for stalls and walkways),4942,4942,32.76,1901.39
S04778,Stable Brooms / Yard Brushes,2244,2244,6.52,1181.4
S04779,Hay Nets / Hay Bags,914,914,18.96,1170.74
S04780,Shovels / Rakes,4947,4947,20.37,2491.72
S04781,Stable Brooms / Yard Brushes,1489,1489,5.7,361.68
S04782,Stable Brooms / Yard Brushes,4521,4122,10.13,2412.65
S04783,Shovels / Rakes,1664,1664,10.62,736.3
S04784,Shovels / Rakes,4656,4656,15.29,2485.02
S04785,Feed Buckets / Feed Tubs,3086,3086,5.28,417.17
S04786,Stable Brooms / Yard Brushes,3111,3111,11.92,2050.77
S04787,Water Troughs / Water Buckets,1353,1353,32.88,255.78
S04788,Manure Scoops,2761,2761,19.56,1976.93
S04789,Shovels / Rakes,725,725,9.83,447.81
S04790,Rubber Matting (for stalls and walkways),1871,1871,19.53,1921.2
S04791,Muck Forks / Stable Forks,956,956,20.77,1325.89
S04792,Hay Nets / Hay Bags,2776,2776,1.03,750.15
S04793,Manure Scoops,3741,3741,17.64,345.03
S04794,Feed Buckets / Feed Tubs,2518,2518,5.61,1813.52
S04795,Rubber Matting (for stalls and walkways),1946,1946,11.9,399.92
S04796,Stable Brooms / Yard Brushes,1469,1469,3.51,50.32
S04797,Feed Buckets / Feed Tubs,528,528,9.97,645.06
S04798,Hay Nets / Hay Bags,1769,1769,3.56,648.48
S04799,Feed Buckets / Feed Tubs,1438,1438,30.41,1634.68
S04800,Rubber Matting (for stalls and walkways),1569,1569,18.38,905.24
S04801,Manure Scoops,692,692,15.14,553.52
S04802,Stable Brooms / Yard Brushes,434,434,18.36,401.12
S04803,Water Troughs / Water Buckets,1965,1965,12.36,562.56
S04804,Hay Nets / Hay Bags,3062,3062,30.14,1129.68
S04805,Water Troughs / Water Buckets,4893,4893,31.76,2272.62
S04806,Shovels / Rakes,4724,4724,27.74,1495.57
S04807,Water Troughs / Water Buckets,3310,3310,33,1367
S04808,Hay Nets / Hay Bags,541,541,6.49,1372.18
S04809,Muck Forks / Stable Forks,3489,3489,17.07,2030.7
S04810,Shovels / Rakes,3452,3452,12.78,1979.24
S04811,Rubber Matting (for stalls and walkways),408,408,23.8,256.51
S04812,Muck Forks / Stable Forks,4046,4046,19.31,2138.25
S04813,Stable Brooms / Yard Brushes,4651,4651,27.37,250.62
S04814,Hay Nets / Hay Bags,280,280,28.38,152.3
S04815,Manure Scoops,1205,1205,20.54,1056.42
S04816,Hay Nets / Hay Bags,2406,2406,22.69,422.37
S04817,Feed Buckets / Feed Tubs,2956,2956,11.95,109.13
S04818,Storage Bins / Feed Storage,398,398,9.37,941.32
S04819,Shovels / Rakes,2902,2902,23.51,2184.72
S04820,Feed Buckets / Feed Tubs,2466,2466,25.68,35.75
S04821,Storage Bins / Feed Storage,4695,4695,17.55,279.58
S04822,Muck Forks / Stable Forks,3422,3422,21.67,142.93
S04823,Manure Scoops,290,290,24.48,1345.48
S04824,Stable Brooms / Yard Brushes,581,581,29.49,563.74
S04825,Stable Brooms / Yard Brushes,201,201,21.53,1164.79
S04826,Water Troughs / Water Buckets,4020,4020,2.1,1890.72
S04827,Feed Buckets / Feed Tubs,4568,4568,8.64,1108.21
S04828,Feed Buckets / Feed Tubs,3501,3501,17.13,236.9
S04829,Storage Bins / Feed Storage,3731,3731,28.49,2324.4
S04830,Stable Brooms / Yard Brushes,2578,2578,30.55,1300.85
S04831,Manure Scoops,2571,2483,2.91,2254.17
S04832,Feed Buckets / Feed Tubs,332,332,8.22,632.85
S04833,Rubber Matting (for stalls and walkways),1038,1038,20.79,590.48
S04834,Muck Forks / Stable Forks,716,716,8.98,249.92
S04835,Stable Brooms / Yard Brushes,3797,3797,6.97,120.93
S04836,Muck Forks / Stable Forks,1474,1474,13.08,1830.93
S04837,Storage Bins / Feed Storage,3233,3233,8.73,833
S04838,Shovels / Rakes,3615,3615,30.21,1836.81
S04839,Rubber Matting (for stalls and walkways),4069,4069,33.34,1680.1
S04840,Manure Scoops,177,177,33.25,2355.44
S04841,Rubber Matting (for stalls and walkways),1090,1090,29.43,350.67
S04842,Storage Bins / Feed Storage,1073,1060,13.08,680.02
S04843,Stable Brooms / Yard Brushes,3691,3691,32.43,515.26
S04844,Rubber Matting (for stalls and walkways),2776,2776,19.55,1005.61
S04845,Feed Buckets / Feed Tubs,3299,3299,8.45,409.64
S04846,Shovels / Rakes,4907,4907,26.63,348.79
S04847,Storage Bins / Feed Storage,1995,1995,11.45,890.14
S04848,Rubber Matting (for stalls and walkways),3977,3856,31.6,1849.51
S04849,Stable Brooms / Yard Brushes,1994,1994,10.51,2281.61
S04850,Water Troughs / Water Buckets,776,NULL,13.99,2037.62
S04851,Water Troughs / Water Buckets,922,922,0.95,1135.47
S04852,Storage Bins / Feed Storage,235,235,5.94,1876.71
S04853,Hay Nets / Hay Bags,980,980,34.27,976.38
S04854,Feed Buckets / Feed Tubs,2859,2859,26.36,592.72
S04855,Rubber Matting (for stalls and walkways),4186,4186,4.44,2379.55
S04856,Stable Brooms / Yard Brushes,2126,2126,22.05,1894.14
S04857,Feed Buckets / Feed Tubs,1586,1586,23.34,2390.14
S04858,Water Troughs / Water Buckets,4131,4131,31.55,1474.99
S04859,Stable Brooms / Yard Brushes,4977,4977,28.98,1686.35
S04860,Manure Scoops,2415,2415,27.92,1727.39
S04861,Shovels / Rakes,4546,4546,7.21,1909.04
S04862,Water Troughs / Water Buckets,1109,1109,12.11,1925.73
S04863,Water Troughs / Water Buckets,3593,3593,9.8,2273.03
S04864,Manure Scoops,1297,1297,14.89,1525.26
S04865,Stable Brooms / Yard Brushes,1495,1495,9.85,2006.47
S04866,Storage Bins / Feed Storage,3630,3630,30.35,1362.33
S04867,Rubber Matting (for stalls and walkways),4874,4874,23.89,412.66
S04868,Storage Bins / Feed Storage,2160,2160,7.38,2119.67
S04869,Feed Buckets / Feed Tubs,435,435,NULL,61.19
S04870,Feed Buckets / Feed Tubs,2747,2747,11.73,208.2
S04871,Feed Buckets / Feed Tubs,2508,2508,19.9,991.78
S04872,Muck Forks / Stable Forks,3024,3024,11.59,1533.1
S04873,Feed Buckets / Feed Tubs,4110,4020,22.16,1158.16
S04874,Stable Brooms / Yard Brushes,2894,2894,4.75,1273.04
S04875,Hay Nets / Hay Bags,743,743,2.94,997.33
S04876,Feed Buckets / Feed Tubs,2160,2160,7.31,1401.25
S04877,Water Troughs / Water Buckets,3501,3501,1.08,787.26
S04878,Manure Scoops,3702,3702,12.03,684.74
S04879,Shovels / Rakes,1354,1354,14.4,1280.79
S04880,Shovels / Rakes,4412,4412,31.04,84.82
S04881,Stable Brooms / Yard Brushes,2052,2052,31.19,2282.81
S04882,Manure Scoops,3150,3150,8.71,2164.99
S04883,Shovels / Rakes,173,173,17.79,1307.75
S04884,Water Troughs / Water Buckets,534,534,2.14,2499.9
S04885,Stable Brooms / Yard Brushes,720,720,8.76,727.22
S04886,Shovels / Rakes,3954,3954,30.11,1809.96
S04887,Stable Brooms / Yard Brushes,2979,2979,21.15,2298.03
S04888,Feed Buckets / Feed Tubs,4306,4306,21.81,849.85
S04889,Feed Buckets / Feed Tubs,532,532,2.34,2069.57
S04890,Stable Brooms / Yard Brushes,2335,2335,7.61,1596.94
S04891,Hay Nets / Hay Bags,4202,4202,0.94,2097.97
S04892,Muck Forks / Stable Forks,4358,4358,25.54,716.2
S04893,Rubber Matting (for stalls and walkways),4326,4326,7.81,880.37
S04894,Water Troughs / Water Buckets,2463,2463,13.39,1897.62
S04895,Storage Bins / Feed Storage,4930,4930,34.94,664.07
S04896,Hay Nets / Hay Bags,1128,1128,30.97,130.79
S04897,Stable Brooms / Yard Brushes,4519,4519,3.26,849.45
S04898,Hay Nets / Hay Bags,610,610,28.49,409.51
S04899,Hay Nets / Hay Bags,3001,3001,26.21,2036.71
S04900,Feed Buckets / Feed Tubs,3701,3457,18.69,1219.59
S04901,Manure Scoops,113,113,6.76,706.13
S04902,Storage Bins / Feed Storage,4349,4151,8.57,1425.9
S04903,Shovels / Rakes,581,581,34.73,1604.4
S04904,Stable Brooms / Yard Brushes,186,186,1.63,2039.81
S04905,Water Troughs / Water Buckets,2015,2015,8.16,1729.78
S04906,Hay Nets / Hay Bags,3568,3568,11.07,1363.42
S04907,Feed Buckets / Feed Tubs,1232,1232,28.25,85.15
S04908,Stable Brooms / Yard Brushes,4172,4172,31.94,862.62
S04909,Feed Buckets / Feed Tubs,3505,3505,15.63,2262.83
S04910,Muck Forks / Stable Forks,924,924,28.68,2045.03
S04911,Rubber Matting (for stalls and walkways),2339,2339,30.99,888.12
S04912,Hay Nets / Hay Bags,2875,2875,10.81,431.21
S04913,Shovels / Rakes,4595,4595,23.26,2009.86
S04914,Shovels / Rakes,3195,3195,22.62,1840.56
S04915,Manure Scoops,1619,1619,22.01,1547.04
S04916,Feed Buckets / Feed Tubs,3999,3999,1.8,246.82
S04917,Feed Buckets / Feed Tubs,3078,3078,29.87,841.85
S04918,Stable Brooms / Yard Brushes,2911,2911,17.14,2397.6
S04919,Water Troughs / Water Buckets,105,105,10.52,2143.38
S04920,Water Troughs / Water Buckets,1535,1535,25.66,74.16
S04921,Storage Bins / Feed Storage,4727,4727,10.79,1363.05
S04922,Storage Bins / Feed Storage,1152,1152,23.22,432.34
S04923,Storage Bins / Feed Storage,387,387,33.15,1014.48
S04924,Water Troughs / Water Buckets,3499,3499,27.77,794.55
S04925,Storage Bins / Feed Storage,2363,2363,13.54,1162.18
